Topic,Representative_Docs
44,"소셜미디어 동영상을 통해 자신을 전두환의 손자라고 밝힌 남성이 범죄자로 지목한 지인 가운데 현직 장교가 있어 군이 사실확인에 나선다.
 
 
 국방부 조사본부 관계자는 15일 이 동영상을 통한 범죄 의혹 제기에 대해 “영상에서 범죄 의혹을 제기한 현직 군인에 대해 사실확인을 할 계획”이라고 밝혔다. 
 
 동영상에서 마약을 사용하고 권했다고 지목된 A씨.."
44,"소셜미디어 동영상을 통해 스스로 전두환의 손자라고 밝힌 남성이 범죄자로 지목한 지인 가운데 현직 장교가 있어 군이 사실확인에 나선다.
국방부 조사본부 관계자는 15일 이 동영상을 통한 범죄 의혹 제기에 대해 “영상에서 범죄 의혹을 제기한 현직 군인에 대해 사실확인을 할 계획”이라고 밝혔다.
사실확인은 입건 전 조사, 즉 내사의 이전 단계다.
동영상에서 .."
44,"소셜미디어 동영상을 통해 스스로 전두환의 손자라고 밝힌 남성이 범죄자로 지목한 지인 가운데 현직 장교가 있어 군이 사실확인에 나선다. 
 
 국방부 조사본부 관계자는 15일 이 동영상을 통한 범죄 의혹 제기에 대해 ""영상에서 범죄 의혹을 제기한 현직 군인에 대해 사실확인을 할 계획""이라고 밝혔다. 
 사진=유튜브 영상 갈무리 사실확인은 입건 전 조사, .."
44,"자신을 ‘전두환 손자’라고 밝힌 남성이 유튜브에 공개한 동영상 갈무리 
 사회관계망서비스(SNS)를 통해 스스로 전두환의 손자라고 밝힌 남성이 범죄자로 지목한 지인 가운데 현직 장교가 있어 군이 사실 확인에 나선다. 
 
 국방부 조사본부 관계자는 15일 SNS 영상을 통한 범죄 의혹 제기에 대해 “영상에서 범죄 의혹을 제기한 현직 군인에 대해 사실 확.."
45,"우리 사회에 ‘이주 역사’가 조금씩 쌓여가면서 어릴 적 외국에서 옮겨와 청년기에 접어든 이들도 늘어나고 있다. 그중 한 청년의 이야기다. 찬우(가명)씨는 갓 돌 지난 아이를 둔 24살 아빠다. 가난과 외로움을 벗하며 자랐지만 그 눈동자에 담긴 ‘말’은 담담하고 푸르다. 



타이에서 온 찬우씨 이야기



 오늘 지호(가명) 돌잔치를 했다. 방글거리는.."
45,오타니 쇼헤이는 기념비적인 선수다. 투수와 타자를 겸하는 야구 선수가 양쪽 모두 탁월한 성적을 내는 일은 베이브 루스 이후 처음이다. 스포츠가 고도로 발달한 오늘날에는 더욱 어려운 일이다. 시속 160km대 강속구를 뿌리는 선발투수면서 동시에 걸핏하면 담장을 넘기는 홈런 타자인 초특급 선수가 나타나 일본을 WBC 우승으로 이끌어낸 사건 앞에 전 세계인이..
45,헌법에 ‘행복추구권’이 나옵니다. 헌법상의 권리 이전에 모든 사람은 행복을 추구합니다. 문제는 어떻게 해야 행복을 얻을 수 있는지 우리가 잘 모른다는 사실입니다. 간단한 것처럼 보여도 행복의 정체를 규명하는 것부터가 만만치 않습니다. 상식적인 생각은 당사자가 행복하다고 느끼는 것이 곧 행복이라고 보는 것입니다. 그러나 이 정의에는 심각한 오류가 있습니다..
45,"━
 [더,오래] 신성진의 돈의 심리학(104) 
 
 역사상 최대의 부자라고 언급되는 솔로몬왕은 “헛되고 헛되며 헛되고 헛되니 모든 것이 헛되도다. 해 아래 수고하는 모든 수고가 사람에게 무엇이 유익한가”라고 말했습니다. 세상 부귀영화를 다 누리고 온갖 쾌락을 맛본 후에 기록한 그의 표현은 늘 돈을 좇는 많은 사람을 당황스럽게 합니다. 솔로몬이 아니더.."
45,"접촉은 줄고, 접속은 늘었다. 코로나19 팬데믹이 장기화해 활동량과 대면 접촉이 줄면서 활동반경은 줄고, 불안과 우울 지수는 높아졌다. 코로나19로부터 공동체를 보호하는 것 못지않게 지나친 불안과 우울로부터 자신을 지켜내는 것도 중요한 때다. 똑같은 환경이지만 평안하고 행복한 일상을 누리는 이들도 적지 않다. 그 지혜를 찾아 <한겨레>가 플라톤아카데미와.."
46,"태국 북동부 보육시설에서 총기 난사 사건이 발생해 어린이 등 30여 명이 목숨을 잃었다.
6일 방콕포스트 등 현지 언론과 외신에 따르면 태국 경찰 당국은 농부아람푸주 나끌랑 지역에서 발생한 이 사건으로 어린이 22명을 포함해 최소 34명이 숨졌다고 밝혔다.
총격 사건은 이날 오후 태국 농부아람푸시 소재 한 어린이집에서 발생했다. 이 지역은 수도 방콕으로.."
46,"태국 북동부의 어린이집 안팎에서 총기 난사 사건이 발생해 어린이 24명을 포함해 최소 36명이 숨졌다. 총기 난사범은 지난해 마약 투약 혐의로 해임됐던 34세 전직 경찰관이었다. 희생자 중에는 2세 유아와 임신 8개월의 어린이집 교사도 포함돼 있어 태국 사회가 충격에 빠졌다. 
 
 방콕포스트와 BBC 등 외신에 따르면 사건은 6일 낮 12시 반경 태국.."
46,"태국 북동부 지역의 어린이집에서 6일 전직 경찰이 총기를 난사해 어린이 20여명을 포함해 30여명이 숨졌다고 현지 매체들과 외신들이 보도했다.

태국 경찰은 이날 기자회견에서 방콕에서 북동쪽으로 500㎞ 떨어진 농부아람푸주 우타이 사완의 한 어린이집에서 총격범이 총기를 난사해 어린이 22명을 포함해 적어도 38명이 숨졌다고 밝혔다. 로이터통신은 현지 경.."
46,"태국 북동부 지역의 어린이집에서 전직 경찰이 총기를 난사해 어린이 20여명을 포함해 38명이 숨졌다고 현지 매체들과 외신들이 6일(현지시간) 밝혔다.

BBC에 따르면, 태국 경찰은 이날 기자회견을 통해 방콕에서 북동쪽으로 500㎞ 떨어진 농부아람푸주 우타이 사완의 한 어린이집에서 총격범이 총기를 난사해 어린이 22명을 포함해 적어도 38명이 숨졌다고 .."
46,"태국 북동부 보육시설에서 6일(현지시간) 어린이 등 약 40명이 목숨을 잃는 총기 난사 사건이 발생했다. 
 
 이날 방콕포스트 등 현지 언론과 외신에 따르면 태국 농부아람푸주 나끌랑 지역에서 발생한 이 사건으로 최소 38명이 숨졌다. 희생자 가운데에는 어린이가 22명 포함된 것으로 전해졌다. 
 6일 총기 난사 사건이 발생해 어린이 등 30여 명이 목.."
47,"중학생이 온라인 메신저를 통해 마약을 구입하고 이를 투약한 정황이 발견돼 경찰이 수사에 나섰다. 
 
서울 동대문경찰서는 마약류관리법 위반 혐의로 중학교 3학년 A(14)양을 전날 불구속 입건했다고 7일 밝혔다. 경찰에 따르면 A양은 지난 5일 인터넷 메신저 텔레그램을 통해 필로폰 0.05g을 구매했다. 이튿날인 6일 서울 동대문구에 위치한 자신의 집에.."
47,"경찰은 인터넷으로 구한 마약을 투약한 혐의로 여중생을 불구속 입건했다고 7일 밝혔다. 
 
 경찰에 따르면 중학교 3학년인 A양(14)은 전날 오후 6시40분께 인터넷 메신저 텔레그램을 통해 산 필로폰 0.05ｇ을 자신의 집에서 투약한 혐의(마약류관리법 위반)를 받는다. 
 
 어머니 신고로 출동한 경찰은 A양을 임의동행해 조사한 뒤 일단 귀가시켰다. .."
47,"서울 동대문경찰서는 인터넷으로 구매한 마약을 투약한 혐의로 A(14)양을 불구속 입건했다고 7일 밝혔다. 
 
 경찰에 따르면 중학교 3학년인 A양은 전날 오후 6시40분쯤 인터넷 메신저 텔레그램을 통해 산 필로폰 0.05ｇ을 동대문구 자신의 집에서 투약한 혐의(마약류관리법 위반)를 받는다. 
 
 어머니 신고로 출동한 경찰은 A양을 임의동행해 조사한 .."
47,"여중생이 텔레그램으로 필로폰을 구매하고 집에서 투약하다 입건됐다. 
 
 
 연합뉴스에 따르면 경찰은 인터넷으로 구한 마약을 투약한 혐의로 A(14)양을 불구속 입건했다고 7일 밝혔다. 
 
 중학교 3학년인 A양은 전날 오후 6시40분께 인터넷 메신저 텔레그램을 통해 산 필로폰 0.05ｇ을 서울 소재 자신의 집에서 투약한 혐의(마약류관리법 위반)를 받.."
47,"여중생이 텔레그램으로 필로폰을 구매해 집에서 투약하다가 경찰에 붙잡혔다. 
 
서울 동대문경찰서는 인터넷으로 구한 마약을 투약한 혐의로 중학생 A양(14)을 불구속 입건했다고 7일 밝혔다. 
 
경찰에 따르면 중학교 3학년인 A양은 전날 오후 6시40분쯤 인터넷 메신저 텔레그램을 통해 산 필로폰 0.05ｇ을 동대문구 자신의 집에서 투약한 혐의(마약류관리.."
48,"지능형 후각 AI 시스템 ‘ILias’을 개발하고 있는 (주)일리아스AI가 (주)리우시스템과의 공동 R&D 및 투자 협약을 체결했다고 밝혔다.
㈜리우시스템은 다양한 하드웨어 제품의 설계와 제작을 수행해온 제조업 전문 기업으로 ㈜일리아스AI가 개발하고 있는 지능형 후각 AI 서비스 플랫폼 ‘ILias’ 기술을 사용하여 마약, 반입금지 육가공품, 무기류 등.."
48,"‘인공지능(AI) 파워’가 얼어붙은 반도체 시장을 녹이고 있다. 전 세계를 강타한 생성형 AI ‘챗GPT’ 열풍으로 그래픽처리장치(GPU)에 대한 수요가 폭발적으로 증가하면서, AI용 GPU의 90%를 공급하는 엔비디아의 몸값이 천정부지로 뛰고 있는 것이다. 엔비디아가 24일(현지 시간) 월가 예상치를 53% 상회하는 2분기(엔비디아 회계 기준 5 7월.."
48,최근 인공지능 기술이 급속도로 발전하면서 AI와 ICT 분야의 연계성이 강조되고 있다. 이 중에서도 국내 지능형 후각 AI 기업인 ㈜일리아스AI가 AI 기술을 활용한 후각 데이터 사업 진행을 위한 본격적인 행보에 나서고 있다. ㈜일리아스AI는 ‘인간의 감각에 AI 기술을 더해 세상을 바꿔 나갑니다’라는 비전 하에 설립된 스타트업으로 올해 3월 과학기술정..
48,"인공지능(AI)이 곳곳에 존재하는 ‘대(大)AI 시대’가 왔지만, 어쩐지 후각 AI는 낯설다. 전문가들에 따르면 이는 몰라서 하는 소리다. 후각 AI는 잠재적 시장 규모가 300억 달러(약 39조 3700억원)라는 통계가 있을 만큼 유망한 분야다. 글로벌 시장조사기관 CB 인사이트는 ‘2023년 주목할 테크 트렌드’의 하나로 ‘향기(냄새)의 디지털화’를.."
48,"전 세계에 인공지능(AI) 붐이 불어닥치면서 첨단 정보통신(IT)업계에 AI용 정밀 반도체 확보 전쟁이 일어나고 있다고 월스트리트저널(WSJ)가 29일(현지시간) 보도했다. 
 
 
AI용 반도체는 기억과 저장, 자율적 학습 능력을 갖춘 AI의 혈관과도 같은 부품으로, 현재까지 반도체기업 엔비디아가 독점 생산하고 있다. 
 
연산능력만 갖춘 기존 컴퓨터.."
49,"시가 150억원 상당의 필로폰을 태국에서 밀반입해 국내에 유통한 일당이 경찰에 붙잡혔다. 
 
경기북부경찰청 마약수사대는 필로폰을 밀수입해 유통한 혐의(마약류 관리에 관한 법률 위반)로 국내 밀수총책인 40대 태국인 A씨 등 4명을 구속하고, 마약운반책인 20대 B씨와 마약투약자 등 22명을 불구속 입건했다고 18일 밝혔다. 
 
A씨 일당에게 마약을 .."
49,"티티산트 웃타나폰(39)는 지난달 태국 사회를 발칵 뒤집어 놓았다. 현역 경찰서장인데 버젓이 경찰서 안에서 24세 마약 용의자의 얼굴에 비닐봉지를 씌워 고문하다 숨지게 하는 동영상이 폭로됐다.
그에게는 더 추악한 면모가 있었다. 별명이 ‘조 페라리’일 정도로 고급차 사모으기에 열중했다. 또 경찰서장의 월급으로는 상상하기조차 어려운 사치스러운 생활을 하고.."
49,"해외에서 대량의 마약을 밀수입해 국내에서 유통하거나 구매 투약한 일당 26명이 무더기로 경찰에 붙잡혔다. 
 
 경기북부경찰청 마약수사대는 마약류 관리에 관한 법률 위반 등의 혐의로 40대 태국인 A씨 등 26명을 검거하고 이들 중 4명을 구속했다고 18일 밝혔다. 
 
 이들은 지난해 12월부터 태국 등 해외 마약류 공급책으로부터 필로폰을 몰래 사들여.."
49,"#지난 4일 낮 태국 방콕 중심가 수쿰빗. 대마초 판매 가게 앞을 서성이자 직원이 “와서 구경하고 시도해 보고 가라”며 팔을 잡아끌었다. 매장 안에는 이미 한 무리의 관광객이 유리병 속 샘플 향을 맡으며 물건을 고르고 있었다. 가게 직원은 “대마 허가 1주년을 기념해 대폭 할인도 하고 있다”며 대마 조각과 엑기스, 크림 등 상품을 끝없이 진열대 위에 올.."
49,"6일 태국의 한 어린이집 안팎에서 영유아 24명을 포함해 38명을 살해해 전 세계를 충격에 빠뜨린 총기 난사범은 마약 범죄자였다. 범인인 빠냐 캄랍은 마약 소지 혐의로 해고된 전직 경찰관이었다. 그는 사건 당일 마약 혐의로 재판을 받고 나온 직후 범행을 저질렀다. 
 
 이번 참사에서 범죄의 원인 중 하나가 마약이었다는 점에 관심이 쏠리는 것은 태국 정.."
50,"에콰도르의 한 교도소에서 재소자들 간에 수류탄까지 동원된 유혈 충돌이 발생해 최소 100명 이상이 숨졌다. 
 
28일(현지시간) AP통신 등에 따르면 에콰도르 교정 당국은 이날 오전 9시30분쯤 서부 과야스주 과야킬의 교도소에서 총격과 함께 폭동이 시작돼 현재까지 100명 이상이 사망하고 52명이 부상한 것으로 확인했다고 밝혔다. 
 
이 지역의 경찰.."
50,"에콰도르의 한 교도소에서 100명 이상의 사망자가 나온 재소자들 간 유혈 충돌이 발생했다. 
 
 28일(현지시간) AP통신 등에 따르면 에콰도르 교정당국은 이날 오전 서부 과야킬의 한 교도소에서 폭동이 발생해 최소 100명 이상의 사망자가 나왔고, 52명이 부상을 입었다고 밝혔다. 
 
 애초 확인된 사망자 수는 30명대였지만, 지역 경찰들이 교도소 .."
50,"에콰도르의 교도소 안에서 재소자들 간에 유혈 충돌이 벌어져 최소 116명 이상이 목숨을 잃은 것으로 확인됐다.

에콰도르 엘코메르시오는 29일(현지시간) 기예르모 라소 대통령 발표를 인용해 전날 오전 9시30분쯤 서부 과야스주 과야킬의 리토랄 교도소에서 총격과 함께 폭동이 시작돼 재소자 116명이 숨지고 80명이 다쳤다고 보도했다. 라소 대통령은 이날 .."
50,"에콰도르의 한 교도소 안에서 28일(현지시간) 재소자들 간에 수류탄까지 동원된 유혈 충돌이 발생해 116명이 넘게 숨졌다. 
 
 AP통신 등에 따르면 에콰도르 교정 당국은 이날 오전 9시 30분께 서부 과야스주 과야킬의 교도소에서 총격과 함께 폭동이 시작돼 현재까지 최소 116명이 사망하고 80명이 다친 것으로 확인했다고 밝혔다. 
 
 이 지역의 경.."
50,"최소 10명 참수 등 116명 이상 숨져 
대통령 60일 동안 비상사태 선포 
공권력 투입하고 재소자 집회 금지 
대규모 폭동 계속 올해만 세 번째에콰도르의 한 교도소에서 재소자들 간 유혈 충돌로 100명이 넘게 숨지는 폭동이 벌어졌다. 교도소에 수감된 라이벌 갱단이 영역 다툼을 벌인 것인데, 총은 물론이고 수류탄까지 동원돼 에콰도르 역사상 최악의 폭.."
51,"최근 제주시 한 가정집에 배달된 정체불명의 스티커가 든 우편물에서 마약 종류로 분류되는 향정신성의약품인 LSD 성분이 검출됐다.
5일 제주경찰청에 따르면 국립과학수사연구원 제주출장소가 지난달 28일 경찰에 신고된 탄저균 의심 우편물을 정밀 분석한 결과 향정신성의약품인 LSD 성분이 나왔다.
경찰은 이 사실을 최근 구두로 전달받고 우편물이 어떻게 신고자에.."
51,"최근 미국에서 제주시 내 한 가정으로 배달된 정체불명의 우편물에서 마약 종류로 분류되는 향정신성의약품인 LSD 성분이 검출됐다.
 
 
 제주경찰청은 국립과학수사연구원 제주출장소가 지난달 28일 경찰에 신고된 탄저균 의심 우편물을 정밀 분석한 결과 향정신성의약품인 LSD 성분이 나왔다고 5일 밝혔다. 
 
 LSD는 당초 분만 촉진제로 개발됐으나 미국에.."
51,"《“스모크, 스모크!” 13일(현지 시간) 낮 미국 뉴욕 맨해튼의 워싱턴스퀘어파크. 이 공원 서편에서 흑인 남성인 마약 딜러 A 씨와 눈이 마주쳤다. 그는 기자에게 접근해 “여기 와서 물건을 보라”고 손짓했다.“얼마에 팔겠냐”고 묻자 “얼마나 필요하냐. 여기 앉아 봐라”고 재촉했다. 조금 가까이 다가가니 A 씨는 대마초 잎을 손마디 크기로 포장한 걸 보.."
51,"미국 뉴욕시에 최초로 문을 연 합법적인 마리화나 상점이 개점 단 3시간 만에 준비된 제품을 모두 완판했다.
31일(현지시간) 미국 뉴욕타임스, AP 통신 등에 따르면, 지난 29일 뉴욕시 맨해튼의 타운 이스트 빌리지에 마리화나 판매장이 들어섰으며, 최초의 기호용 마리화나 매장인 만큼 높은 관심이 쏟아졌다.
이 매장은 노숙인과 에이즈 환자 등을 돕는 비영.."
51,"미국 뉴욕시에 최초로 문을 연 합법적인 마리화나 상점이 개점 단 3시간 만에 준비된 제품을 모두 완판했다.
31일(현지시간) 미국 뉴욕타임스, AP 통신 등에 따르면, 지난 29일 뉴욕시 맨해튼의 타운 이스트 빌리지에 마리화나 판매장이 들어섰으며, 최초의 기호용 마리화나 매장인 만큼 높은 관심이 쏟아졌다.
이 매장은 노숙인과 에이즈 환자 등을 돕는 비영.."
51,"미국 뉴욕시에 최초로 문을 연 합법적인 마리화나 상점이 개점 단 3시간 만에 준비된 제품을 모두 완판했다.
31일(현지시간) 미국 뉴욕타임스, AP 통신 등에 따르면, 지난 29일 뉴욕시 맨해튼의 타운 이스트 빌리지에 마리화나 판매장이 들어섰으며, 최초의 기호용 마리화나 매장인 만큼 높은 관심이 쏟아졌다.
이 매장은 노숙인과 에이즈 환자 등을 돕는 비영.."
52,"조브넬 모이즈 대통령 암살 용의자들이 잇따라 체포되면서 이들의 신원이나 행적이 드러나고 있다. 다만 이들이 어떻게 암살에 가담하게 됐는지 범행을 사주한 것은 누구인지 여전히 미궁 속이다. 이번 암살 사건으로 혼돈에 빠진 아이티는 미국에 병력 지원을 요청하기도 했다. 
 
모이즈 대통령 피살 이틀이 지난 현지시각으로 지난 9일 기준으로 아이티 경찰에 체포.."
52,"카리브해 섬나라 아이티의 대통령 피살 사태가 국제사회에 큰 파장을 일으키고 있다. 유엔은 이로 인해 난민 증가 등으로 중남미 지역에 정치 불안이 확산할 가능성을 우려, 8일 안전보장이사회를 개최했다. 조 바이든 대통령도 긴급 성명을 발표했다. 
 
조브넬 모이즈(53) 아이티 대통령은 7일 새벽 1시쯤(현지 시각) 수도 포르토프랭스의 사저에 침입한 괴한.."
52,"전 세계를 충격에 빠트린 조브넬 모이즈(53) 아이티 대통령 암살 사건의 배후로 추정되는 인물이 현지 경찰에 붙잡혔다. 미국 플로리다주(州)에서 활동하는 아이티 국적 60대 의사로, 아직 단정할 순 없으나 막후에서 이 사건을 기획한 세력의 실체가 드러난 건 처음이다. 사건 현장 인근에서 체포된 미국인 용의자 2명에 이어, 어떤 식으로든 미국과 연계돼 있.."
52,"카리브해의 섬나라 아이티의 조브넬 모이즈(53) 대통령이 7일(현지시각) 새벽 암살당하면서 아이티 정국은 혼란과 불확실성에 빠져들고 있다. 클로드 조제프 총리 대행은 아이티 전역에 계엄령을 선포하고 국민에게 동요하지 말 것을 당부하고 나섰다. 

 ■ 범인들은 누구? 

 모이즈 대통령은 이날 사저를 습격한 괴한들에게 총격을 당해 숨지고, 부인 마르틴 .."
52,"카리브해 빈국 아이티에서 7일(현지시간) 새벽 대통령 사저에 침입해 조브넬 모이즈 현 대통령을 암살한 용의자들 중 일부가 경찰에 붙잡혔다.
AP통신에 따르면 이날 오후 아이티 경찰은 모이즈 대통령을 살해한 용의자들과 총격전을 벌여 이들 중 4명을 사살하고, 2명을 체포했다. 용의자들에게 인질로 잡혀 있던 경찰관 3명도 오후 늦게 풀려났다. 앞서 프랑 엑.."
53,"미국 법무부가 마약성 진통제 펜타닐 원료 물질을 밀매한 중국 기업과 개인을 기소했다. 중국 외교부는 “‘마약퇴치국가’ 이미지에 먹칠을 했다”고 반발했다. 최근 토니 블링컨 미 국무장관의 방중으로 어렵게 조성된 화해 무드를 무색하게 하는 충돌이다.
24일(현지시간) 블룸버그통신에 따르면 미 법무부는 전날 펜타닐 원료 생산 및 유통, 판매 등의 혐의로 중국.."
53,"미 법무부는 23일(현지 시각) 미국 사회에서 급격히 퍼지고 있는 마약성 진통제 펜타닐을 만드는 데 필요한 화학 원료를 미국으로 밀수한 중국 기업과 중국 국적자들을 기소했다고 밝혔다. 그간 미 정부는 펜타닐의 확산과 관련해 중국 정부의 협조를 공개적으로 요구해왔는데, 이날 기소로 미 중간 긴장이 다시 고조될 것이란 전망이다. 
 
법무부는 이날 펜타닐 .."
53,"미국 법무부가 마약성 진통제 펜타닐 원료물질을 밀매한 중국 기업과 개인을 기소했다. 중국 외교부는 “‘마약퇴치국가’ 이미지에 먹칠을 했다”고 반발했다. 최근 토니 블링컨 미 국무장관의 방중으로 어렵게 조성된 화해 무드를 무색케하는 충돌이다.
24일(현지시간) 블룸버그통신에 따르면 미 법무부는 전날 펜타닐 원료 생산 및 유통, 판매 등 혐의로 중국 후베이.."
53,"조 바이든 미국 행정부가 23일 이른바 ‘좀비 마약’으로 불리는 펜타닐 원료를 미국에 밀수한 중국 기업 4곳과 중국인 8명을 기소했다. 미 정부가 펜타닐 밀수와 관련해 중국 기업 등을 사법 조치한 것은 처음으로, 중국과의 ‘신(新)아편 전쟁’에 시동을 건 셈이다. 중국은 “완전한 불법”이라면서 기소 철회를 요구하며 대응에 나서겠다고 경고했다. 토니 블링.."
53,조 바이든 미국 행정부가 23일 이른바 ‘좀비 마약’으로 불리는 펜타닐 원료를 미국에 밀수한 중국 기업 4곳과 중국인 8명을 기소했다. 미 정부가 펜타닐 밀수와 관련해 중국 기업 등을 사법 조치한 것은 처음이다. 중국은 “완전한 불법”이라면서 기소 철회를 요구하며 대응에 나서겠다고 경고했다. 토니 블링컨 미 국무장관 방중 이후 바이든 대통령이 시진핑(習..
54,"세계적인 멸종위기종인 바키타 돌고래의 운명에 대한 다소 희망적인 조사 결과가 나왔다. 지난 7일(현지시간) AP, 로이터 통신 등 외신은 바키타 돌고래의 개체수를 조사한 결과 10~13마리가 발견돼 간신히 '가문'을 이어가고 있다고 보도했다.
눈주위가 판다와 닮아 '바다의 판다'라고도 불리는 바키타는 세계에서 가장 작은 돌고래이자 가장 귀여운 돌고래로 .."
54,"멸종위기에 몰린 바키타 돌고래가 멕시코를 국제적인 무역 제재로 몰고가고 있는 것으로 알려졌다. 지난 3일(현지시간) AP통신은 바키타 돌고래의 멸종을 막기위해 멕시코 당국이 국제동물보호단체에 보호 계획을 제출했다고 보도했다. 
멕시코 정부의 이같은 계획은 ‘멸종위기에 처한 야생동식물의 국제 거래에 관한 협약’(CITES)에 따른 것으로 이 문제가 해결되.."
54,"중국에 거센 규제강화 바람인 ‘홍색 정풍(整風)운동’이 몰아치고 있다. 당국이 빅테크, 사교육, 연예계, 대학가, 인터넷 등 사회 전반에 대한 기강 잡기에 나서고 있다. 특히 유명 연예인과 팬덤을 향한 칼날은 유독 강력해 “자고 일어나면 새 규제가 나오고 퇴출 연예인 명단 또한 추가된다”는 말이 나온다. 
 
 당초 당국이 알리바바, 텐센트 등 대형 정.."
54,2014년 10월 미국 뉴욕 타임스스퀘어에 등장한 세계 최대 음란물 사이트 폰허브 광고. 광고판이 설치된 호텔 측의 반대로 48시간도 안 돼 철거됐다. #1. 미국 캘리포니아주 베이커스필드에 사는 세리나 플레이테스(19)는 14살 때 짝사랑에 빠졌다. 상대는 한 살 많은 남학생이었다. 남학생은 알몸 동영상을 찍어 보내달라고 했다. 플레이테스는 불안감을 ..
54,"멕시코 바다에만 서식하는 멸종위기종인 바키타 돌고래의 운명에 대한 희망적인 연구결과가 나왔다. 최근 미국 캘리포니아 대학교 샌프란시스코 캠퍼스 연구팀은 바키타의 유전체(게놈)를 분석한 결과 불법 어획만 막는다면 멸종을 막고 개체수를 회복할 수 있다는 연구결과를 국제학술지 '사이언스' 최신호에 발표했다.
이제는 불과 단 10마리가 살아있을 것으로 추정되는.."
55,"인천국제공항으로 향하던 여객기에서 비상문을 열려고 한 혐의를 받는 10대 남성 A군이 지난 20일 오후 구속 전 피의자 심문(영장실질심사)을 받기 위해 인천지법으로 들어서고 있다. 연합뉴스 
 비행 중인 여객기 내에서 비상문을 강제로 열겠다며 소동을 부린 10대가 탑승 전 필로폰을 투약한 것으로 드러났다. 
 
 30일 인천국제공항경찰단에 따르면, 항공.."
55,"“세부 호텔서 현지인 6명과 투약”
비행 중 여객기에서 비상문을 강제로 열겠다며 소동을 부린 10대 승객이 당시 필로폰을 투약한 상태였던 것으로 확인됐다.
30일 인천국제공항경찰단에 따르면 항공보안법 위반과 마약류 관리에 관한 법률 위반(향정) 혐의를 받는 A(19)군은 마약 간이 검사에서 필로폰 양성 반응이 나왔다.
A군은 지난 19일 오전 5시 30.."
