Topic,Representative_Docs
78,"‘도넘은 코로나 마케팅’ 역풍 대국민사과서 “물러나겠다”



“자녀에 경영권 안물려줄 것” 

8년전엔 ‘대리점 갑질’ 파문 

이번엔 불매운동에 뒷북 대처 



회견 10분도 안돼 눈물흘리며 

별도 질의 받지 않고 자리 떠



‘불가리스 코로나 효능’ 논란으로 큰 파문을 일으킨 남양유업의 홍원식(71) 회장이 대(對)국민 사과와 함께 회장직을.."
78,"남양유업 홍원식 회장이 '불가리스' 사태 책임을 지고 물러났지만 신뢰 회복은 쉽지 않을 전망이다. 홍 회장은 대국민사과 기자회견에서 ""자식에게 (경영권을) 물려주지 않겠다""고 밝혔다. 하지만 50%가 넘는 지분 매각 여부를 언급하지 않았다. 남양유업은 최대주주인 홍 회장(51.68%)을 포함해 총수 일가 지분이 53.08%에 달해 여전히 영향력을 행사할.."
78,"‘불가리스 사태’로 벼랑 끝에 몰린 남양유업 홍원식(71) 회장이 결국 사퇴했다. 자식에게도 경영권을 물려주지 않겠다고 선언했다. 자사 유제품 불가리스의 코로나19 바이러스 저감 효과를 확인했다고 발표해 논란을 빚은 지 21일 만이다.
홍 회장은 4일 서울 강남구 논현동 남양유업 본사에서 “먼저 온 국민이 코로나로 힘든 시기에 당사의 불가리스와 관련된 .."
79,"영국에서 한 마약상이 치즈 사진 한장을 메시지 서비스에 올렸다가 경찰에 추적당해 검거되는 일이 벌어졌다. 수사당국이 치즈를 들고 있는 손바닥 사진에서 지문을 인식하면서다. 
 
 25일 영국 BBC와 가디언에 따르면 칼 스튜어트(39)는 영국 리버풀에서 헤로인 코카인 등 마약을 공급하려다가 적발돼 지난주 리버풀 왕립 법원에서 13년 6개월 형을 선고받았.."
79,"러시아의 한 여성이 아기 엄마 행세를 하며 마약을 배달하다가 경찰에 덜미를 잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다. 이 여성은 자신이 기르던 고양이를 아기처럼 보이기 위해 몇 겹씩 아기 옷을 고양이에게 입혔다. 
 
 러시아 경찰이 공개한 영상에 따르면 경찰관이 분홍색 아기 방한복의 지퍼를 열자 아기 대신 어리둥절한 표정의 회색 고양.."
79,"러시아 마약 운반책이 아기 엄마처럼 회색 고양이에 아기 옷을 입히고 그 안에 마약을 숨긴 채 운반하다 러시아 경찰에 붙잡혔다. 
 
마약 밀매업자에게 고용된 여성이 고양이를 이용해 러시아 시베리아 크라스노야르스크에서 우랄 니즈니타길까지 마약을 운반하다 현지 경찰에 붙잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다. 
 
러시아 경찰이 공개한 .."
79,"아기처럼 옷을 입은 고양이. 러시아 경찰 제공 
 러시아의 한 마약 운반책이 고양이에게 아기 옷을 입혀 엄마로 위장했다. 
 
 20일(현지시간) 영국 일간 텔레그램에 따르면, 러시아 마약운반책이 황당한 수법으로 마약 밀매를 시도했다. 
 
 러시아 경찰이 공개한 영상을 보면, 경찰이 분홍색 겨울용 아기 겉싸개 지퍼를 열자 아기 대신 어리둥절한 표정의 .."
79,"러시아에서 마약 운반책이 아기엄마 행세를 하려고 고양이에 아기 옷을 입히는 방법으로 위장했다가 경찰에 덜미를 잡혔다고 20일(현지시간) 영국 일간 텔레그래프가 보도했다.
러시아 경찰이 공개한 영상을 보면, 경찰이 분홍색 겨울용 아기 겉싸개 지퍼를 열자 아기 대신 어리둥절한 표정의 회색 고양이가 모습을 드러낸다.
고양이는 최소 3겹의 아기 옷은 물론, 아.."
80,"가수 휘성(본명 최휘성 38)이 건물 화장실에서 수면 마취제류를 투약해 쓰러져 경찰이 출동했던 것으로 확인됐다. 휘성은 최근 향정신성의약품인 수면유도제 프로포폴을 상습 투약한 혐의로 경찰 수사를 받고 있다.
 
1일 서울 송파경찰서 등에 따르면 전날 오후 8시 30분쯤 신고를 받고 출동한 경찰과 소방 당국은 서울 송파구 한 건물의 화장실에 한 남성이 쓰.."
80,"가수 휘성이 수면마취제 약물을 투입한 뒤 쓰러진 채 발견됐다. 
 
1일 경찰 등에 따르면 전날 오후 8시 30분 경 서울 송파구의 한 건물 화장실에서 남성 1명이 쓰러져 있다는 신고가 경찰과 소방당국에 접수됐다. 
 
현장에는 비닐봉지와 주사기 여러 개 그리고 액체가 담긴 병 등이 발견됐다고 알려졌다. 
 
경찰은 해당 남성이 가수 휘성이라는 사실을 .."
80,"마약류 투약 혐의로 경찰 수사를 받는 가수 휘성(본명 최휘성 38)이 수면마취제류 약물을 투입한 채 쓰러져 경찰이 출동한 것으로 확인됐다. 
 
1일 경찰 등에 따르면 전날 오후 8시30분쯤 서울 송파구의 한 건물 화장실에 한 남성이 쓰러져 있다는 신고가 경찰과 소방당국에 들어왔다. 
 
현장에서는 비닐봉지와 주사기 여러 개, 액체가 담긴 병 등이 발견.."
80,"마약류 투약 혐의로 경찰 수사를 받는 가수 휘성(본명 최휘성 38)이 수면마취제류 약물을 투약했다 쓰러져 경찰이 출동했다.



1일 경찰 등에 따르면 전날 오후 8시 30분쯤 서울 송파구의 한 건물 화장실에 한 남성이 쓰러져 있다는 신고가 경찰과 소방당국에 접수됐다. 현장에서는 비닐봉지와 주사기 여러 개, 액체가 담긴 병 등이 발견됐다. 이 남성은 의.."
80,"마약류 투약 혐의로 경찰 수사를 받는 가수 휘성(본명 최휘성 38)이 수면마취제류 약물을 투입한 채 쓰러져 경찰이 출동했다는 소식이 전해졌다.
1일 경찰 등에 따르면 전날 오후 8시30분께 서울 송파구의 한 건물 화장실에 한 남성이 쓰러져 있다는 신고가 경찰과 소방당국에 들어왔다.
현장에서는 비닐봉투와 주사기 여러 개, 액체가 담긴 병 등이 발견됐다.
.."
81,"도널드 트럼프〈사진〉 미 대통령이 필리핀 정부가 미 필리핀 합동 군사훈련의 근거가 되는 '방문군 협정(VFA)' 종료를 통보한 데 대해 12일(현지 시각) ""돈을 아낄 수 있게 해줘 매우 고맙다""고 말했다. 
 
트럼프 대통령은 이날 백악관에서 기자들이 로드리고 두테르테 필리핀 대통령이 전날 미국에 VFA 종료 통보를 지시한 것과 관련해 ""솔직히 나는 .."
81,"“두테르테, ‘친중 정책’ 방해물 제거하는 것”“델라 로사 필리핀 상원의원에 대한 미국의 비자 거부를 들먹이는 것은 로드리고 두테르테 대통령의 ‘반미’ 핑계일 뿐이다.”
두테르테 대통령이 미국과의 합동군사훈련의 근거인 방문군협정(VFA) 종료 통보에 관련해 마닐라에 있는 데라살레 대학의 레나토 데 카스트로 교수의 진단이다. 그는 12일 NPR과의 인터뷰.."
81,"필리핀, 前경찰청장 미국 비자 취소되자 ‘방문군 협정’ 종료 통보 
트럼프 대통령 “신경 쓰지 않는다. 많은 돈 아끼게 될 것” 
한국 일본과 미군 놓고 갈등 상황서 방문군 협정 종료는 미국에 타격 
에스퍼 美국방장관, 필리핀 결정에 “잘못된 방향으로 이끌 것” 
 
 
 
도널드 트럼프 미국 대통령은 필리핀이 미국 필리핀 합동 군사훈련의 근거가 되는 .."
81,"도널드 트럼프 미국 대통령이 12일(현지시간) 필리핀과 양국 간 합동 군사훈련의 근거가 되는 방문군 협정(VFA)을 종료하는 데 대해 ""신경 쓰지 않는다""고 밝혔다. 
 
 트럼프 대통령은 이날 백악관에서 만난 기자들이 전날 로드리고 두테르테 필리핀 대통령이 미국에 VFA 종료 통보를 한 것에 대한 입장을 묻자 ""솔직히 말해 나는 그 문제를 그다지 신경.."
81,"미국과 합동 군사훈련의 근거가 되는 방문군 협정(VFA)의 종료를 선언한 필리핀 정부가 중국과 국방 협력 강화를 모색에 나섰다. 
 
13일 필리핀 영문 일간지 필리핀 스타는 펠리몬 산토스 필리핀군 참모총장이 전날 ""미군과의 VFA가 없어도 국가안보가 가능하다""고 말했다고 보도했다. 산토스 참모총장은 이와 함께 ""안보 공백을 메우기 위해 한국과 중국, .."
82,"전쟁 범죄 혐의로 국제 사회의 비판을 받아온 시리아가 아랍연맹(AL) 퇴출 12년 만에 이 기구에 복귀하게 됐다.

아랍연맹은 7일(현지시각) 이집트 카이로에서 외교장관 회의를 열어 시리아를 다시 회원으로 받아들이기로 결정했다고 <로이터> 통신 등이 보도했다. 아랍연맹은 지난 2011년부터 이어지고 있는 시리아 내전에 따른 위기를 해결하기 위해 공동으로.."
82,"아랍연맹(AL)이 17일(현지시간) 12년 만에 국제무대에 복귀하는 바샤르 알아사드 시리아 대통령을 맞이하기 위한 본격적인 준비에 들어갔다. 알아사드 대통령은 오는 19일 사우디아라비아 제다에서 열리는 아랍연맹 정상회의에 참석한다.

2011년 내전 발발과 반정부 인사에 대한 고문, 잔혹한 폭압 정치 등의 이유로 아랍연맹에서 퇴출당했던 알아사드 대통령은.."
82,"‘중동의 학살자’ 바샤르 알아사드 대통령이 이끄는 시리아가 국제무대로 돌아온다. 내전 발발과 반정부 인사에 대한 잔혹한 고문, 무고한 민간인을 겨냥한 독가스 공격 등 갖은 만행으로 2011년 아랍연맹(AL)에서 퇴출당한 지 12년 만에 재가입 길이 열린 것이다.

알아사드 대통령은 12년 동안 진심 어린 사과는커녕 잔혹 행위에 대한 책임을 전혀 지지 않.."
82,"시리아가 12년 만에 아랍연맹(AL) 회원국 자격을 회복했다. 국제사회에서 학살자로 지목되며 ‘왕따’로 전락했던 바샤르 알아사드(57) 대통령이 외교 무대로 복귀할 가능성이 커졌다. 
 
 7일(현지시간) 로이터통신 등에 따르면 아랍연맹은 이날 이집트 카이로에서 비공개 외무장관회의를 열고 “시리아를 아랍연맹에 다시 포함하기로 결정했다”고 밝혔다. 앞서 .."
82,"시리아가 12년 만에 아랍연맹(AL) 회원국 자격을 회복했다. 이에 따라 국제사회에서 학살자로 지목되며 '왕따'로 전락했던 바샤르 알아사드(57) 시리아 대통령이 외교 무대로 복귀할 가능성이 커졌다. 미국과 영국 등 서방 국가들은 시리아 복권을 시도하려는 아랍연맹의 결정에 비판을 쏟아냈다.
 
 
 7일(현지시간) 로이터통신 등에 따르면 아랍연맹은 이날.."
83,"지난 3일 서울 강남구 대치동 학원가에서 미성년 학생들을 대상으로 마약을 섞은 음료를 마시게 하는 사건이 벌어졌다. 아이들이 자주 다니는 대치동 은마아파트 사거리 횡단보도 앞에서 열린 ‘시음회’다. 중간고사 대비 기간이라 학원을 오가는 아이들이 더 많은 때였다. “기억력과 집중력을 올려주는 음료”라며 플라스틱 병을 하나씩 건넸다고 한다. 
 
의심 없이.."
83,"서울 강남구 일대에서 고등학생을 대상으로 음료 시음 행사를 위장해 마약을 탄 음료를 마시게 하는 사건이 발생했다. 경찰은 수도권 등에서 최근 비슷한 사건이 발생했을 가능성이 있다며 주의를 당부하는 한편 용의자 일당 검거에 속도를 내고 있다. 
 
서울 강남경찰서는 3일 오후 6시경 강남구의 한 학원 인근에서 고등학생을 대상으로 마약 성분이 든 음료를 마.."
83,"강남경찰서 제공 
 서울 강남 대치동 학원가에서 무료 시음회를 가장해 학생들에게 '마약 음료수'를 나눠주는 사건이 발생하면서 학생과 학부모들이 온 신경을 곤두세우고 있다. 
 
 연합뉴스에 따르면 자신도 피해자가 될 수 있다는 경계심을 넘어 '공포'를 느끼는 수준이 됐다. 뉴스로만 접해온 마약 사건이 생활 반경에 들어왔다는 생각에 놀랍다는 반응도 많았다.."
83,"강남 학원가에서 학생들에게 음료수 시음 행사를 한다고 속인 뒤 마약 성분이 든 음료(사진)를 마시게 한 사건이 발생해 경찰이 용의자를 쫓고 있다.
서울 강남경찰서는 지난 3일 오후 6시쯤 강남의 한 학원 앞에서 고등학생에게 마약이 포함된 음료를 건넨 40대 남성 A씨와 20대 여성 B씨를 추적 중이라고 4일 밝혔다.
경찰은 이날 오전 시음 행사 중인 음.."
83,"서울 강남 학원가에서 고등학생들에게 마약 성분이 든 음료를 건넨 일당 중 1명이 추가로 자수했다. 
 
 경찰은 사건을 서울 강남경찰서에서 서울경찰청 마약범죄수사대로 넘겨 집중 수사하기로 했다. 
 서울 강남경찰서가 지난 3일 오후 6시께 강남구청역과 대치역 인근 학원가에서 고등학생들에게 마약이 담긴 음료수를 건넨 혐의(마약류관리법 위반)로 40대 여성.."
84,"태국 왕실의 장녀 팟차라끼띠야파 나렌티라텝파야와디(44) 공주가 의식을 잃고 쓰러진 지 일주일째다. ‘파(PA)’ 공주로도 불리는 그는 마하 와찌랄롱꼰(라마 10세) 국왕의 첫째 딸이자 검사 출신이다. 모습을 잘 드러내지 않는 다른 왕실 자녀들과 달리, 적극적인 소통으로 태국 국민들의 사랑을 받았다. 공주의 건강 악화 소식에 실의에 빠진 태국 국민들은 .."
84,"「 용어사전 > 세계한잔 
 
 ※[세계 한잔]은 우리 삶과 맞닿은 세계 곳곳의 뉴스를 에스프레소 한잔처럼, 진하게 우려내 한잔에 담는 중앙일보 국제팀의 온라인 연재물입니다. 
 」 
태국 왕실이 침통한 연말을 보내고 있다. 파(PA) 공주로 불리는 태국 왕실의 장녀 팟차라끼띠야파 나렌티라텝파야와디(44)가 심장 이상으로 쓰러져 일주일 넘게 의식을 찾지.."
84,"태국 왕실 장녀 팟차라끼띠야파 나렌티라텝파야와디 공주(44)가 가슴 통증을 호소하며 쓰러진 지 한 달 넘게 의식을 되찾지 못하고 있다.
공주는 지난달 14일 육군 주최 군견대회에 참가했다가 가슴 통증 등을 호소하며 의식을 잃고 쓰러졌다. 현지에서 응급치료를 받은 후 헬기로 방콕 쭐라롱꼰 병원으로 이송됐으나 아직까지 의식을 되찾지 못했다.
태국 왕실은 9.."
84,"태국 왕실 장녀 팟차라까띠야파 나렌티라텝파야와디(44) 공주가 지난 14일 가슴 통증을 호소하며 쓰러진 뒤 일주일째 의식을 차리지 못하고 있다.
태국 왕실에 따르면 공주는 지난 14일 저녁 북동부 나콘라차시마에서 열리는 군견대회 참가를 위해 반려견을 훈련하던 중 심장에 고통을 호소하며 쓰러져 지역 병원으로 급히 옮겨졌다가 상태가 안정된 후 헬리콥터로 방.."
84,"태국 왕실 장녀 팟차라끼띠야파 나렌티라텝파야와디 공주(44 사진)가 가슴 통증을 호소하며 쓰러진 지 일주일 넘게 의식을 되찾지 못하고 있다.

22일 방콕포스트와 가디언 등에 따르면 공주는 지난 14일 오후 6시20분쯤 나콘라차시마주에서 열린 육군 주최 군견대회에 참가했다가 가슴 통증 등을 호소하며 의식을 잃고 쓰러졌다. 그는 현지에서 응급치료를 받은 .."
85,"고(故) 전두환 전 대통령의 부인 이순자 여사. 연합뉴스 
 전두환 전 대통령의 손자 우원(27)씨가 할머니 이순자 여사로부터 받은 문자 전문을 공개했다. 
 
 앞서 그는 지난달 9일 방송된 MBC 시사 프로그램 ‘PD수첩’에 출연해 조모인 이 여사가 자신에게 보낸 문자 메시지를 공개했었다. 
 
 이 문자에서 이 여사는 손자 우원씨에게 “마약에 손을.."
85,"“저는 전두환의 손자 전우원입니다. 할아버지는 학살자입니다. 제 가족과 주변인들의 범죄 행각을 밝히겠습니다.”
 고(故) 전두환 전 대통령의 손자 전우원(27)씨의 폭로가 이어지며, 전 전 대통령 일가의 환수되지 않은 추징금과 5 18민주화운동에 재차 관심이 쏠리고 있다.
 전 전 대통령의 차남 전재용(59)씨의 아들 우원씨는 ①집안 전체가 비자금을 사.."
85,"고(故) 전두환 전 대통령의 손자 우원(27)씨가 자신의 가족과 주변인들에 대한 폭로를 멈추겠다고 갑자기 선언했다. 그는 이들을 여전히 사랑하며, 재산을 모을 생각도 없으며 가진 것 모두 기부하는 삶을 살겠다고도 했다. 
 
 전씨는 24일 오후 인스타그램 라이브 방송을 켜고 자신의 재산을 기부하겠다는 뜻과 함께 “할아버지(전두환)가 많은 사람을 죽음으.."
85,"전두환 전 대통령의 부인 이순자 여사. 연합뉴스 
 고(故) 전두환 전 대통령의 배우자 이순자 여사가 일가의 비리를 폭로하고 5 18 민주화 운동 피해자들에게 사과한 손자 전우원 씨에게 ‘주제넘게 나서지 마라’며 불쾌감을 드러낸 사실이 뒤늦게 알려졌다. 
 
 MBC가 지난 9일 방송한 시사 교양 프로그램 ‘PD수첩’의 ‘전두환의 숨겨진 재산, 전우원 .."
85,"고(故) 전두환 전 대통령(바로 아래 사진 가운데)의 손자가 사회관계망서비스(SNS)에 할아버지와 부친, 숙부 등 일가 전체를 비난하는 게시물을 올려 파장이 인 가운데, 그의 아버지인 전 전 대통령의 차남 전재용씨는 “우리 아들이 많이 아프다”라며 수습에 나섰다. 
 고(故) 전두환 전 대통령의 손자 전우원씨 인스타그램. 
 15일 연합뉴스에 따르면 전.."
86,"한동훈 법무부 장관과 김의겸 더불어민주당 의원이 7일 국회 법제사법위원회 전체회의에서 정면으로 충돌했다. 
 
김 의원은 경찰이 마약 단속에 집중하느라 ‘이태원 참사’를 막지 못했다는 취지로 한 장관을 공격했다. 
 
이에 한 장관은 “의원님은 모든 게 저로부터 비롯되느냐”며 물러서지 않았다. 
 
김 의원이 ‘공직자로서의 책임감’을 거론하며 역공을 가.."
86,"한동훈 법무장관이 황운하 더불어민주당 의원을 향해 “직업적 음모론자”라고 한 자신의 발언에 대해 결국 유감을 표했다. 
 
 한 장관은 두 차례 파행 끝에 8일 오전 0시 20분에 재개된 국회 예산결산특별위원회 종합정책질의에서 “어제 저의 답변으로 예결위 진행에 차질이 빚어진 데 대해 유감스럽게 생각한다”고 말했다. 
 
 음모론자 발언은 7일 저녁 예.."
86,"김의겸 더불어민주당 의원이 이태원 핼러윈 참사와 관련해 책임론을 주장하자 한동훈 법무부 장관은 “유언비어다”라며 조목조목 맞받았다.
김 의원은 지난 7일 국회 법제사법위원회 전체회의 질의를 통해 “마약 범죄 단속에 집중하느라 참사를 막지 못했다는 지적이 나온다는 질문에 (한 장관이) 비극을 이용해 정치적 장삿속을 채우거나 유언비어를 퍼뜨리는 것을 반대한.."
86,"국회 예산결산특별위원회(예결위)가 7일 한동훈 법무부 장관의 황운하 더불어민주당 의원에 대한 “직업적 음모론자” 발언으로 파행했다.

이날 저녁 국회 예결위 종합정책질의에서 조수진 국민의힘 의원은 “이태원 참사 관련 한 장관이 추진하는 마약과의 전쟁이 원인이라는 주장이 계속 나온다. 황당한 주장”이라고 말했다. 조 의원이 “김어준이 주도해서 민주당이 빨.."
86,⊙ 헌법재판소 <승진> ◇관리관(1급) △심판지원실장 이규현 ◇이사관(2급) △기획재정국장 신승훈 △국제협력 최혁 ◇부이사관(3급) △홍보담당관 하영화 △총무과장 정영주 ◇과장 △AACC지원 박재은 △정보보호 조진훈 △자료조사 김병섭 ◇서기관(4급) △이은애 재판관실 이수정 △심판사무과 이찬주 △총무과 황해훈 △자료조사과 고일권 <전보> ◇국장 △행정..
87,"검찰이 네덜란드 등 해외에서 밀수한 마약을 서울 도심 지역 주택가 460여곳에 숨겨두고 매수자들이 찾아가도록 한 혐의로 30대 남성을 재판에 넘겼다. 
 
서울중앙지검 마약범죄특별수사팀(팀장 신준호 부장검사)은 이모(36 무직)씨를 마약류관리법 위반 혐의로 구속기소했다고 5일 밝혔다. 
 
검찰에 따르면, 이씨는 올해 2 3월 네덜란드에서 들여온 LSD.."
87,"사진=온라인 커뮤니티 캡처 
 최근 숙취해소제 1병, 마스크 1개 등을 5만원에 판매한 대전의 한 약사가 소비자의 환불 요구를 거절해 논란이 된 가운데 과거 선정적인 문구를 약국에 비치해 물의를 빚었던 적이 있는 것으로 드러났다. 
 
 앞서 지난 2019년 천안에서 약국을 운영하며 ‘마약?성욕 약’, ‘사카린?청산가리 밀수’, ‘전문직 女친구함’ 등의.."
87,"경남의 의약분업 예외지역 약국 가운데 의사 처방전이 필요한 한외마약 등 전문 의약품을 불법으로 판매한 약국이 무더기로 적발됐다. 
 
경남도 특별사법경찰은 최근 의약분업 예외 지역에 개설된 약국 18곳을 합동 단속해 지난 2년간 전문의약품 20만정(주사제 포함)을 불법으로 판매한 약국 6곳을 적발했다고 14일 밝혔다. 
 
특사경은 지난달 14일부터 3.."
87,"합성 대마와 비슷한 신종 마약 광고 영상을 유튜브에 올리고 마약 샘플을 담은 광고 전단을 서울 인천 부산 등 대도시 배달업체 사무실에 보내 판매하려한 30대가 경찰에 붙잡혔다. 특히, 이 범인은 가상화폐인 비트코인을 대금으로 받아 거래를 하려한 것으로 밝혀졌다. 
 
부산경찰청 강력범죄수사대는 이같은 혐의로 A(30대)씨를 구속해 검찰로 넘겼다”고 20.."
87,경남도 특별사법경찰은 경남지역 의약분업 예외지역에 개설된 약국 가운데 오 남용 우려가 있는 전문의약품 등을 의사 처방전 없이 불법 판매한 6곳을 적발했다고 14일 밝혔다.경남도 특사경은 지난달 14일부터 30일까지 도내 의약분업 예외지역에 개설된 18개 약국 가운데 의사 처방전이 필요한 전문의약품을 공급받은 약국들을 대상으로 도 식품의약과와 시 군 약사..
88,"길바닥에 떨어진 1달러 지폐에서 마약 성분이 검출되는 사건이 거듭 발생하자 미국 당국이 경고에 나섰다. 
 
14일(현지시간) 미국 CBS 등에 따르면 최근 테네시주에서는 바닥에 떨어진 지폐에서 합성 오피오이드 계열인 펜타닐 등이 발견되는 사건이 잇따라 발생했다. 
 
테네시주 페리 카운티 지역 경찰에 따르면 한 지역 주민이 인근 주유소 바닥에 떨어져 .."
88,"바닥에 떨어진 지폐에서 마약 성분이 잇달아 검출돼 미국 테네시주 당국이 주의를 당부했다. 
 
15일(현지시각) 미국 NBC에 따르면 미국 테네시주는 최근 주민들에게 “바닥에 떨어진 지폐를 줍지 말라”고 경고했다. 
 
앞서 테네시주 페리 카운티 지역 경찰은 인근 주유소 바닥에 떨어진 지폐에서 하얀가루가 발견된 사건이 두 차례 있었다고 밝혔다. 발견 당.."
88,"미국 켄터키주의 한 여성이 바닥에 떨어진 1달러 지폐를 주웠다가 몸이 마비되는 증세를 겪었다. 
 
 12일 뉴욕포스트 등 외신에 따르면 레니 파슨은 최근 가족과 함께 텍사스로 가던 중 테네시주 벨뷰의 한 맥도널드 매장에서 식사를 했다. 그는 화장실에 다녀오던 중 1달러 지폐가 떨어진 것을 발견한 뒤 이를 주웠고, 곧 온 몸이 마비되는 듯한 이상 반응이.."
88,"“자녀들이 돈을 줍지 않도록 교육해주세요.” 바닥에 떨어진 1달러 지폐에서 합성 오피오이드 펜타닐이 발견되는 일이 연달아 발생해 미국 당국이 경고에 나섰다. 펜타닐의 치사량은 2mL로 추정, 적은 양으로도 접촉하는 사람을 죽일 수 있는 악마의 약물이다. 헤로인의 100배, 모르핀보다 200배 이상 더 강력한 것으로 알려졌다.
15일(현지시간) cbs n.."
88,"바닥에 떨어진 1달러 지폐에서 합성 오피오이드 펜타닐이 발견되는 일이 연달아 발생해 미국 당국이 경고에 나선 가운데, 최근 미국 여성이 지폐를 주웠다가 전신마비를 겪는 일이 발생했다.
지난 12일(현지시간) 외신에 따르면 미국 여성 렌 파슨은 지난 일요일 맥도날드에 갔다가 화장실 앞에 1달러짜리 지폐가 떨어진 것을 발견했다. 그는 “횡재했다”고 생각하며.."
89,"이헌승 與 의원 마약중독자 임용 금지 등‘군 마약 근절3법’ 국회 제출

군 마약사건 적발 2020년 9건→2022년 32건 올해는 4월까지만 18건

국방부 입영병사 등 마약류 검사 확대 ‘군 마약류 관리 개선방안’발표



군내 마약류 범죄가 증가하는 가운데 군인들이 1년에 한 번 마약 검사를 받도록 하고, 마약 중독자는 부사관 장교 등으로 임용할 .."
89,"군부대 내부에서 계급을 막론하고 마약 범죄에 적발되는 사례가 많아지고 있다. 군에서 마약 예방교육과 처벌을 강화해야 한다는 목소리가 나오고 있다. 
 
 강대식 국민의힘 의원실이 18일 국방부와 육 해 공군으로부터 받은 자료에 따르면 지난 5년(2016~2020년)간 군 내에서 적발된 마약범죄는 총 59건으로 파악됐다. 육군이 47건으로 가장 많았고, .."
89,"서울역에 군인이 지나가고 있다. 연합뉴스 군 장병의 마약 범죄가 잇따르고 있다. 이병에서 중령에 이르기까지 병사 부사관 장교 등 계급을 막론하고 마약에 손을 대고 있었고, 단순 투약에서부터 판매에 이르기까지 범죄 형태도 다양했다. 
 
 국회 국방위원회 소속 국민의힘 강대식 의원이 18일 국방부와 육 해 공군으로부터 제출받은 자료에 따르면, 2016~2.."
89,"군(軍) 내 마약 범죄가 증가하고 있는 것으로 18일 나타났다. 일선 부대 이병에서 중령에 이르기까지 병사 부사관 장교 등 계급을 막론하고 마약에 손을 대고 있었다. 또 단순 마약 투약에서부터 인터넷 마약 판매, 직접 재배에 이르기까지 범죄 형태도 다양해지고 있는 것으로 나타났다. 
 
국회 국방위원회 소속 국민의힘 강대식 의원이 18일 국방부와 육 해.."
89,"《최근 일상 주변으로 확산되고 있는 마약 범죄에 맞서 검경이 ‘마약과의 전쟁’을 선포했지만 벌써부터 실효성이 높지 않을 것이란 우려의 목소리가 나온다. 마약 사범 수가 급증한 데다 유통 경로도 다크웹, 국제우편 등으로 다변화하면서 과거 방식으로는 한계가 분명한 상황이기 때문이다. 
 
전문가들은 당국이 투약자와 공급책, 밀수조직, 국제 마약조직 등에 기.."
